sample_id,severity,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,from_project,label,type_class,type_innerclass,type_interface
6522495,none,4,6,4,2,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,25,4,0,0,0,0,0,0,3,0,3,0,0,0,0,36,1,0,1,0,1.0,0.0,0.0
7539523,none,3,4,1,7,0,0.0,0.0,4,4,4,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,7,21,0,0,0,0,0,1,2,0,0,1,0,0,0,0,9,1,0,1,0,1.0,0.0,0.0
5256995,none,8,6,1,13,4,0.0,0.0,4,1,4,0,0,0,4,0,0,0,2,2,0,1,0,1,2,0,3,36,1,0,1,2,0,4,0,6,0,4,3,0,0,0,64,1,2,1,0,1.0,0.0,0.0
4044534,none,8,5,2,16,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,21,1,2,1,0,0,1,3,7,1,5,2,0,0,0,13,8,0,1,0,0.0,1.0,0.0
4768247,none,2,1,2,2,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,1,0,0.0,1.0,0.0
9336399,none,3,6,2,1,10,0.0,0.0,5,1,5,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,19,1,0,1,0,0,4,9,2,0,2,0,0,0,0,17,1,0,0,0,1.0,0.0,0.0
4849963,none,4,5,3,7,0,0.0,0.0,4,0,2,0,2,0,4,0,0,0,4,0,0,4,0,0,4,0,1,30,1,0,0,1,0,0,0,6,0,6,1,0,0,0,25,26,0,1,0,0.0,1.0,0.0
7757709,none,26,22,1,36,0,0.0,0.0,4,0,2,2,0,0,2,0,0,0,11,2,0,11,0,0,11,0,8,171,3,2,1,2,1,9,3,29,3,27,3,1,0,0,108,1,2,1,0,1.0,0.0,0.0
4771698,none,5,6,1,3,1,0.0,0.0,6,0,1,0,0,5,6,0,0,0,3,0,0,3,0,0,0,0,0,43,2,0,0,0,0,0,0,3,0,3,0,0,1,0,14,1,0,1,0,1.0,0.0,0.0
3836401,none,5,7,1,1,10,0.0,0.0,5,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,1,0,1,0,3,0,1,1,0,0,0,23,9,0,1,0,0.0,1.0,0.0
7386253,none,2,9,1,8,0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,30,8,0,0,0,0,0,0,1,0,1,0,0,0,0,16,10,0,1,0,0.0,1.0,0.0
4828331,none,4,3,3,2,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,1,0,1.0,0.0,0.0
8435822,none,15,9,2,23,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,66,1,0,2,2,0,1,0,12,0,8,3,1,0,0,46,4,1,1,0,0.0,1.0,0.0
7655847,none,15,19,1,22,76,0.0,0.0,17,0,4,2,11,0,15,0,0,0,2,0,0,2,0,0,1,0,4,89,10,0,1,1,0,2,0,16,0,12,1,0,0,0,238,1025,0,1,0,1.0,0.0,0.0
9457050,none,7,26,1,16,55,0.0,0.0,11,11,11,0,0,0,11,0,0,0,1,1,1,0,0,0,1,0,6,84,10,1,3,1,0,21,6,9,11,7,1,0,0,0,194,17,3,1,0,1.0,0.0,0.0
8428144,none,4,67,1,27,45,0.0,0.0,10,9,9,1,0,0,9,0,0,0,1,1,0,1,0,0,1,0,19,160,21,2,22,0,2,19,25,31,6,20,4,0,0,0,140,17,0,1,0,1.0,0.0,0.0
8905404,none,2,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,1,0,0.0,1.0,0.0
4435794,none,7,6,2,2,6,0.0,0.0,4,0,4,0,0,0,4,1,0,0,1,1,0,0,1,0,1,0,0,23,3,0,0,0,0,3,0,1,2,1,1,0,0,0,153,1025,0,1,0,1.0,0.0,0.0
8955314,none,5,7,2,14,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,3,0,0,0,1,2,0,1,3,0,0,0,31,10,0,1,0,0.0,1.0,0.0
5882175,none,34,36,2,49,0,0.0,0.0,14,0,13,1,0,0,13,0,0,0,7,3,2,2,0,3,3,0,2,179,16,0,8,1,0,78,1,43,4,38,3,0,0,0,132,1,2,1,0,1.0,0.0,0.0
8956394,none,2,4,1,8,1,-1.0,-1.0,2,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,14,1,0,1,0,1,3,2,2,3,2,1,0,0,0,37,26,1,1,0,0.0,1.0,0.0
8691119,none,6,6,2,4,15,0.0,0.0,6,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,1,0,0.0,1.0,0.0
7895531,none,13,60,1,30,169,0.0,0.0,27,1,24,3,0,0,25,0,0,0,7,6,2,5,0,0,6,0,5,313,24,1,12,2,6,13,11,25,4,15,2,0,5,0,146,1,0,1,0,1.0,0.0,0.0
8760558,none,9,5,2,7,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,0,0,1,27,4,0,1,0,0,0,8,7,2,6,1,0,0,0,104,0,0,1,0,1.0,0.0,0.0
4456492,none,23,15,5,34,6,-1.0,-1.0,4,4,0,4,0,0,0,0,0,0,3,3,3,0,0,0,3,0,12,162,4,7,3,0,0,3,0,28,0,27,2,0,4,0,131,1,0,1,0,1.0,0.0,0.0
4994693,none,9,5,1,16,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,5,0,0,4,1,0,3,0,0,32,3,0,1,1,0,11,0,6,0,6,1,0,0,0,47,1,3,1,0,1.0,0.0,0.0
7659271,none,3,23,1,8,0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,6,0,0,6,0,0,3,0,1,62,13,0,9,0,6,2,13,15,13,9,2,0,0,0,105,1,0,1,0,1.0,0.0,0.0
9177949,none,12,6,4,10,4,0.0,0.0,4,0,3,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,3,24,3,0,1,0,0,0,0,4,0,3,1,0,0,0,59,0,0,1,0,1.0,0.0,0.0
8457240,none,1,59,1,47,62,0.0,0.0,20,2,8,12,0,0,8,0,0,0,15,4,0,15,0,0,4,0,19,242,16,2,13,3,2,7,12,48,1,27,3,1,0,0,102,17,0,1,0,1.0,0.0,0.0
5735198,none,36,54,2,45,13,0.0,0.0,7,2,2,1,4,0,6,0,0,0,7,2,2,0,5,0,0,0,22,136,4,7,15,0,8,17,8,55,8,44,3,0,0,0,140,1,0,1,0,1.0,0.0,0.0
3804138,none,3,9,1,6,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,1,0,1,0,2,1,0,0,52,2,1,0,2,0,3,6,12,1,4,2,0,0,0,39,1,2,1,0,1.0,0.0,0.0
5146683,none,39,61,2,58,294,0.0,0.0,25,9,11,2,12,0,23,0,0,0,4,4,1,3,0,0,3,0,13,283,29,1,13,4,2,65,23,75,22,52,4,0,0,0,213,1,6,1,0,1.0,0.0,0.0
5710974,none,4,14,1,31,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,113,0,12,0,0,0,0,12,29,6,26,4,0,0,0,41,10,0,1,0,0.0,1.0,0.0
8582752,none,2,6,1,0,15,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,1,0,0.0,0.0,1.0
3873715,none,5,8,1,1,10,0.0,0.0,5,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,1,0,1,0,4,0,1,1,0,0,0,25,9,0,1,0,0.0,1.0,0.0
6470076,none,16,102,1,56,0,,,9,0,0,8,0,1,1,0,0,0,5,0,0,0,0,5,0,0,15,379,35,6,44,11,15,79,46,98,33,47,5,0,0,0,184,0,0,1,0,0.0,1.0,0.0
9342531,none,4,10,1,4,0,0.52380955,0.71428573,7,0,6,0,1,0,7,1,0,0,3,0,0,3,0,0,0,0,0,39,0,1,0,0,0,2,0,7,0,4,2,0,0,0,28,1025,0,0,0,1.0,0.0,0.0
9096815,none,19,55,3,33,0,0.0,0.0,10,2,2,8,0,0,2,0,0,0,17,1,0,17,0,0,13,0,10,282,22,8,13,0,0,0,29,70,7,57,5,0,1,0,122,16,0,1,0,1.0,0.0,0.0
8109341,none,6,8,2,4,28,0.0,0.0,8,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,8,0,0,34,8,0,0,0,0,1,7,8,0,8,0,0,0,0,22,1,0,1,0,0.0,1.0,0.0
4292651,none,1,2,5,0,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,1,0,0,10,1,0,0,0,0,0,1,2,0,2,0,0,0,0,47,1,0,1,0,1.0,0.0,0.0
8541418,none,16,8,3,17,21,0.0,0.0,7,0,6,1,0,0,6,0,0,0,3,1,1,2,0,0,1,0,3,38,5,0,1,0,0,8,0,4,4,6,1,0,0,0,51,17,0,1,0,1.0,0.0,0.0
5214839,none,11,13,1,17,6,0.0,0.0,5,0,4,1,0,0,4,0,0,0,3,2,1,2,0,0,1,0,1,50,2,1,3,1,0,8,0,10,4,10,2,0,0,0,73,1,2,1,0,1.0,0.0,0.0
6171226,none,2,1,1,5,0,,,1,0,1,0,0,0,1,0,0,0,2,2,0,2,0,0,2,0,1,12,1,0,0,0,0,5,0,3,1,3,0,0,0,0,24,1,0,1,0,1.0,0.0,0.0
7619400,none,18,5,2,14,0,0.0,0.0,4,0,1,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,42,1,0,1,0,0,4,0,9,0,8,1,0,1,0,54,0,0,1,0,1.0,0.0,0.0
8746908,none,4,2,3,0,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0,1,0,1.0,0.0,0.0
3721456,none,8,12,3,30,0,1.0,1.0,4,0,1,2,0,1,2,0,0,0,2,0,0,2,0,0,2,0,2,62,2,3,2,0,1,6,4,18,1,15,2,0,0,0,58,9,0,1,0,0.0,1.0,0.0
7934496,none,2,2,3,2,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,11,0,0,0,0,0,1,0,1,0,1,0,0,0,0,67,1,0,1,0,1.0,0.0,0.0
5786929,none,47,144,7,149,229,0.0,0.0,34,1,5,27,0,2,7,0,0,0,50,11,0,34,1,15,35,0,14,996,31,10,44,10,31,62,88,189,78,139,6,1,7,0,273,1,16,1,0,1.0,0.0,0.0
4074246,none,2,1,2,0,0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,14,9,0,1,0,0.0,1.0,0.0
6611503,none,12,74,2,42,239,0.0,0.0,27,0,20,5,0,2,22,0,0,0,10,7,0,3,0,7,10,0,11,332,38,7,12,0,6,28,23,31,9,33,3,0,2,5,207,1,0,1,0,1.0,0.0,0.0
4003009,none,6,8,1,5,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,33,5,0,5,0,1,1,3,5,0,4,1,0,0,0,33,4,0,1,0,0.0,1.0,0.0
6099482,none,2,14,1,12,0,0.0,0.0,13,0,13,0,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,43,13,0,1,0,1,0,0,1,0,1,1,0,0,0,32,1,0,1,0,1.0,0.0,0.0
6204790,none,119,6,1,40,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,147,34,34,113,0,0,34,0,2,501,0,1,0,0,0,90,1,63,1,176,2,1,1,0,286,1,0,1,0,1.0,0.0,0.0
5245618,none,6,29,1,9,105,0.0,0.0,15,1,15,0,0,0,15,0,2,0,1,1,0,1,0,0,1,0,0,65,17,0,11,0,1,7,1,1,1,1,2,0,0,0,54,17,0,1,0,1.0,0.0,0.0
6800794,none,14,59,2,21,71,0.0,0.0,18,0,7,1,1,9,17,0,0,0,4,1,0,1,0,3,3,0,2,158,22,6,28,0,2,1,2,37,2,25,3,0,0,0,130,16,0,1,0,1.0,0.0,0.0
8618083,none,9,8,3,4,7,0.0,0.0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,1,30,5,0,0,0,0,2,0,3,1,3,1,0,0,0,29,1,0,1,0,1.0,0.0,0.0
5180625,none,34,10,2,55,2,0.0,0.0,4,0,1,1,2,0,3,0,0,0,9,6,5,3,1,0,6,0,17,167,2,4,2,1,0,22,4,48,1,47,4,2,1,0,112,1,3,1,0,1.0,0.0,0.0
7527099,none,6,3,2,5,3,0.0,0.0,3,1,1,1,1,0,2,0,1,0,1,1,0,1,0,0,1,0,0,15,2,0,0,0,0,0,0,4,0,4,0,0,0,0,27,1,0,1,0,1.0,0.0,0.0
9491780,none,12,6,1,14,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,17,14,3,14,0,0,14,0,4,43,2,0,1,0,1,16,1,24,1,24,1,0,0,0,100,1,0,1,0,1.0,0.0,0.0
4993965,none,25,15,1,65,13,0.0,0.0,6,2,3,2,0,1,4,0,0,0,5,0,0,5,0,0,5,0,6,62,5,3,4,0,0,2,5,17,1,16,3,0,0,0,61,17,0,1,0,1.0,0.0,0.0
5052657,none,3,4,2,4,1,0.0,0.0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,0,0,0,0,1,0,3,1,0,0,1,20,1,1,1,0,1.0,0.0,0.0
7168351,none,1,6,1,0,9,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,23,3,0,0,0,0,0,0,3,0,3,0,0,0,0,12,1,0,1,0,1.0,0.0,0.0
7228058,none,11,11,3,6,0,0.0,0.0,5,0,2,0,0,3,5,0,0,0,3,0,0,0,0,3,3,0,5,191,5,1,5,0,1,4,9,18,3,10,3,0,2,0,44,16,0,1,0,1.0,0.0,0.0
5345695,none,0,3,1,1,1,0.0,0.0,2,0,1,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,12,1,0,0,0,0,4,0,1,0,1,0,0,0,0,18,26,0,1,0,0.0,1.0,0.0
4747481,none,3,7,4,3,0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,26,5,0,1,0,3,0,4,6,3,4,1,0,0,0,52,10,0,1,0,0.0,1.0,0.0
8783458,none,8,5,1,7,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,2,0,3,0,0,3,0,4,22,1,0,0,1,0,0,0,3,0,3,1,0,0,0,51,1,0,1,0,1.0,0.0,0.0
4283097,none,4,4,3,1,0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,1,0,0,18,1,0,0,1,0,0,0,2,0,2,1,0,0,0,16,10,0,1,0,0.0,1.0,0.0
5308925,none,3,1,1,1,0,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,153,0,0,0,0,0,0,0,1,0,1,0,0,6,0,31,1,0,1,0,0.0,0.0,1.0
4034686,none,45,190,1,258,623,0.0,0.0,39,38,10,27,0,2,13,0,0,2,12,12,0,10,0,2,12,0,92,953,41,37,28,9,16,91,45,146,17,128,6,2,14,6,564,1,4,1,0,1.0,0.0,0.0
6173419,none,8,3,3,4,1,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,15,0,0,0,0,0,2,0,2,0,2,0,0,0,0,23,1,0,1,0,1.0,0.0,0.0
9095202,none,11,5,6,11,3,0.0,0.0,3,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,24,3,1,0,0,2,0,6,8,2,6,1,0,0,0,17,1025,0,1,0,1.0,0.0,0.0
7461973,none,2,1,1,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0.0,0.0,1.0
4106292,none,2,4,1,3,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,17,1,1,0,0,0,0,0,3,0,2,2,0,0,0,15,1,0,1,0,1.0,0.0,0.0
8043430,none,6,11,1,12,0,0.0,0.0,4,0,2,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,41,4,3,0,0,0,0,0,4,0,4,4,0,0,0,23,1,0,1,0,1.0,0.0,0.0
5097365,none,4,4,2,1,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,10,0,0,0,0,0,0,0,0,78,1,0,1,0,1.0,0.0,0.0
5041383,none,9,20,1,17,0,0.0,0.0,18,0,18,0,0,0,18,0,0,0,4,0,0,4,0,0,0,0,4,62,1,0,1,0,0,6,0,16,1,6,1,0,0,0,44,1,1,1,0,1.0,0.0,0.0
8919646,none,9,5,1,1,10,0.0,0.0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,1,0,1,0,1,0,1,0,0,23,9,0,1,0,0.0,1.0,0.0
4175432,none,0,7,3,3,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,1,0,1,2,0,0,0,31,1,0,1,0,1.0,0.0,0.0
7681481,none,11,38,1,43,36,0.0,0.0,9,0,2,7,0,0,2,0,0,0,1,1,0,1,0,0,1,0,19,160,9,6,7,0,0,58,13,35,17,30,4,2,1,0,68,1,2,1,0,1.0,0.0,0.0
8258895,none,1,6,1,7,15,0.0,0.0,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,0,0,21,10,0,1,0,0.0,1.0,0.0
8978193,none,2,12,1,2,16,0.0,0.0,8,3,7,0,1,0,8,4,4,0,1,1,1,0,0,0,1,0,0,94,4,1,0,0,0,3,1,2,2,2,1,3,0,0,158,1025,0,1,0,1.0,0.0,0.0
8799964,none,2,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,1,0,0.0,1.0,0.0
5702079,none,12,53,1,26,168,0.0,0.0,25,1,22,3,0,0,23,0,0,0,6,5,1,5,0,0,5,0,5,265,21,0,9,2,4,7,10,23,4,13,2,0,5,0,127,9,0,1,0,0.0,1.0,0.0
8387546,none,2,11,1,3,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,41,2,0,5,0,0,0,0,11,0,4,2,0,0,0,28,1,0,1,0,1.0,0.0,0.0
8240066,none,4,2,3,3,1,0.0,0.0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,26,1,1,1,0,1.0,0.0,0.0
6661908,none,15,47,2,34,79,0.0,0.0,14,4,13,0,0,1,14,0,0,1,3,1,0,2,1,0,0,0,9,175,17,6,4,1,0,35,2,43,3,25,7,1,0,0,100,1,0,1,0,1.0,0.0,0.0
8286898,none,3,2,1,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,1,0,1.0,0.0,0.0
8601987,none,11,6,3,9,3,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,18,3,0,0,0,0,0,0,0,0,0,1,0,0,0,57,1,0,1,0,1.0,0.0,0.0
4686609,none,0,2,1,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,1,0,1.0,0.0,0.0
7369379,none,10,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,0,1.0,0.0,0.0
7478608,none,2,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1.0,0.0,0.0
7818143,none,6,7,4,5,21,0.0,0.0,7,1,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,24,4,0,0,0,0,2,0,2,1,1,0,0,0,0,40,1,0,1,0,1.0,0.0,0.0
5133545,none,5,16,1,13,8,0.0,0.0,5,0,3,2,0,0,3,0,0,0,1,1,0,1,0,0,1,0,3,64,7,0,2,1,0,3,9,12,2,7,2,0,0,0,43,1,2,1,0,1.0,0.0,0.0
9278685,none,8,22,2,14,0,0.8333333,0.8333333,12,1,12,0,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,72,8,10,0,0,0,0,16,18,0,18,1,0,0,0,87,1,0,0,0,1.0,0.0,0.0
7777749,none,14,12,2,21,24,0.0,0.0,8,0,6,2,0,0,6,0,0,0,3,1,0,3,0,0,3,0,3,92,7,2,1,0,0,4,1,10,0,10,2,4,0,0,43,1,2,1,0,1.0,0.0,0.0
7414155,none,4,4,2,1,0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,1,0,0,16,0,0,0,0,0,0,1,4,0,3,1,0,0,0,20,2,0,1,0,0.0,1.0,0.0
4304469,none,6,2,4,1,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,1,0,41,1,0,1,0,1.0,0.0,0.0
8649493,none,1,3,1,0,3,0.0,0.0,3,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1034,0,1,0,0.0,1.0,0.0
9199423,none,21,186,1,110,223,0.0,0.0,22,21,10,11,1,0,11,0,0,0,2,2,0,2,0,0,0,0,103,583,61,13,67,13,21,31,74,107,6,62,6,0,2,0,262,1,0,1,0,1.0,0.0,0.0
7482808,none,2,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1.0,0.0,0.0
6865229,none,4,2,3,3,1,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,0,1,0,1,0,1,0,0,1,0,45,17,0,1,0,1.0,0.0,0.0
4043845,none,2,2,2,1,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,1.0,0.0,0.0
5738634,none,2,5,1,1,10,0.0,0.0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,71,3,0,0,0,0,1,0,1,0,1,0,1,0,0,20,9,0,1,0,0.0,1.0,0.0
5322883,none,3,8,1,16,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,40,3,1,0,0,0,0,3,12,1,7,1,0,0,0,69,1,0,1,0,1.0,0.0,0.0
7391521,none,6,11,1,21,0,0.0,0.0,11,4,8,2,0,1,9,0,0,0,3,1,1,0,0,2,0,0,15,61,10,0,0,0,0,9,0,2,0,6,0,0,1,2,42,9,0,1,0,0.0,1.0,0.0
8575939,none,61,134,5,193,532,0.0,0.0,40,1,6,22,12,0,18,0,0,0,7,2,0,7,0,0,2,0,40,504,32,7,27,8,2,73,23,70,28,60,3,0,1,0,339,1,20,1,0,1.0,0.0,0.0
4916648,none,5,7,2,7,8,0.0,0.0,5,0,5,0,0,0,6,0,0,0,4,3,0,4,0,0,3,0,2,32,4,0,0,1,1,3,2,7,0,6,1,0,0,0,57,1,0,1,0,1.0,0.0,0.0
4458068,none,2,18,1,17,0,0.0,0.0,1,1,1,0,0,0,2,0,0,0,25,25,24,1,0,0,25,0,0,135,1,2,5,0,0,24,8,43,3,33,5,0,2,0,80,1,0,1,0,1.0,0.0,0.0
7501833,none,6,4,1,0,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1033,0,1,0,0.0,1.0,0.0
4515721,none,7,43,1,52,6,0.0,0.0,5,5,4,1,0,0,4,0,0,0,8,8,7,1,0,0,7,0,21,215,8,6,14,10,5,29,10,62,10,44,4,1,0,0,330,1,0,1,0,1.0,0.0,0.0
9176003,none,2,8,2,0,28,0.0,0.0,8,0,8,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1025,0,1,0,1.0,0.0,0.0
6301436,none,11,6,1,9,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,1,37,1,0,2,0,0,3,1,2,2,1,1,0,1,0,37,1,0,1,0,1.0,0.0,0.0
5278361,none,3,31,1,32,52,0.0,0.0,12,1,1,9,0,2,3,0,0,0,5,2,0,4,1,0,2,0,4,121,14,4,8,5,1,11,2,20,6,16,3,0,0,0,84,0,0,1,0,1.0,0.0,0.0
9421191,none,2,4,2,1,6,0.0,0.0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,3,6,0,1,0,0,0,0,0,14,1,0,0,0,1.0,0.0,0.0
8023829,none,33,44,2,53,24,0.0,0.0,8,4,2,5,0,1,3,0,0,0,2,0,0,2,0,0,1,0,10,337,19,9,10,2,2,6,18,57,9,54,2,0,2,0,144,0,0,1,0,1.0,0.0,0.0
7418065,none,29,31,1,36,13,0.0,0.0,7,0,3,4,0,0,3,0,0,0,5,0,0,5,0,0,2,0,8,134,8,2,8,0,5,0,3,33,0,22,3,0,0,0,82,18,0,1,0,0.0,1.0,0.0
4329197,none,0,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,41,1,0,1,0,1.0,0.0,0.0
8602083,none,2,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,1,0,0.0,1.0,0.0
5866628,none,10,6,2,11,4,0.0,0.0,4,1,3,0,1,0,4,0,0,0,2,1,1,1,0,0,1,0,1,26,1,0,1,0,0,3,3,7,1,7,1,0,0,0,49,17,0,1,0,1.0,0.0,0.0
9161787,none,15,22,4,25,0,0.0,0.0,8,0,6,0,2,0,8,0,0,0,7,0,0,6,1,0,7,0,4,95,7,0,5,0,8,0,0,41,0,14,3,0,0,0,73,1,0,1,0,1.0,0.0,0.0
